"Story","Title","Result","Date","Stability","Duration (s)"
"Products","Get - Get all products (positive)","SUCCESS","2023-05-04T21:58:42.858+07:00[Asia/Bangkok]","0.0","2.54"
"Products","Get - Get all products (negative)","SUCCESS","2023-05-04T21:58:45.413+07:00[Asia/Bangkok]","0.0","0.17"
