"Story","Title","Result","Date","Stability","Duration (s)"
"Products","GET - As admin I Get product By ID ","SUCCESS","2023-05-04T21:58:45.912+07:00[Asia/Bangkok]","0.0","0.11"
"Products","GET - As admin I Get product By ID ","SUCCESS","2023-05-04T21:58:46.034+07:00[Asia/Bangkok]","0.0","0.15"
