"Story","Title","Result","Date","Stability","Duration (s)"
"Products","GET - Get product ratings (positive)","SUCCESS","2023-05-04T21:58:46.764+07:00[Asia/Bangkok]","0.0","0.11"
"Products","GET - Get product ratings with invalid endpoints (negative)","SUCCESS","2023-05-04T21:58:46.881+07:00[Asia/Bangkok]","0.0","0.1"
