"Story","Title","Result","Date","Stability","Duration (s)"
"Products","POST - Create a comment for product (positive)","SUCCESS","2023-05-04T21:58:46.987+07:00[Asia/Bangkok]","0.0","0.1"
"Products","POST - Create a comment for product with invalid endpoints (negative)","SUCCESS","2023-05-04T21:58:47.092+07:00[Asia/Bangkok]","0.0","0.1"
"Products","POST - Create a comment for product without Authorization (negative)","SUCCESS","2023-05-04T21:58:47.196+07:00[Asia/Bangkok]","0.0","0.1"
