"Story","Title","Result","Date","Stability","Duration (s)"
"Product Categories","GET - Get category by ID (positive)","SUCCESS","2023-05-04T21:58:45.709+07:00[Asia/Bangkok]","0.0","0.13"
"Product Categories","GET - Get category by ID with invalid endpoints (negative)","SUCCESS","2023-05-04T21:58:45.844+07:00[Asia/Bangkok]","0.0","0.14"
